ID,Возраст,Город в адресе регистрации на конец отчетного периода,Должность,Календарные дни отсутствия,Количество детей,Молодая кровь,Оклад/тариф на конец отчетного периода,Пол,Сезон,Семейное положение,Стаж,Уволен,Образование,Изменение должности,Отдел,Вовлеченность,Удобство рабочего графика
23859131.0,47.0,Москва,начальник смены,4.0,2.0,False,84000.0,мужской,3,Жен/ЗМ,21.0,1,Высшее,1,3,0.91,1
23856632.0,51.0,Москва,инженер,0.0,1.0,False,33600.0,мужской,3,Разв.,26.0,1,Высшее,1,8,0.57,1
23866675.0,37.0,Москва,инженер,53.0,1.0,False,37980.0,мужской,4,Разв.,4.0,1,Высшее,1,3,0.78,0
23858900.0,65.0,Москва,инженер,9.0,2.0,False,36800.0,женский,2,Жен/ЗМ,30.0,1,Среднее специальное,1,5,0.19,1
23862129.0,63.0,Москва,заместитель начальника отдела,49.0,2.0,False,48720.0,мужской,4,Жен/ЗМ,28.0,1,Среднее общее,1,6,0.91,1
23862167.0,66.0,Москва,инспектор,57.0,2.0,False,33600.0,мужской,2,Жен/ЗМ,28.0,1,Среднее специальное,1,2,0.94,1
23857336.0,61.0,Москва,машинист,230.0,2.0,False,26010.0,женский,1,Жен/ЗМ,36.0,1,Высшее,1,7,0.97,1
23866054.0,31.0,Москва,Ведущий специалист,10.0,0.0,True,43660.0,мужской,4,Хол/НЗ,9.0,1,Высшее,1,9,0.34,1
23854360.0,65.0,Москва,заведующий хозяйством,10.0,1.0,False,29500.0,женский,3,Жен/ЗМ,39.0,1,Среднее общее,1,7,0.43,0
23855298.0,57.0,Москва,электрослесарь,114.0,2.0,False,28600.0,мужской,2,Жен/ЗМ,23.0,1,Среднее общее,1,5,0.76,1
23865832.0,56.0,Москва,аппаратчик,16.0,2.0,False,22300.0,мужской,2,Разв.,10.0,1,Среднее специальное,1,5,0.32,1
23856521.0,60.0,Москва,аппаратчик,95.0,2.0,False,23020.0,мужской,4,Жен/ЗМ,40.0,1,Среднее общее,1,3,0.97,0
23863633.0,55.0,Москва,машинист,1.0,2.0,False,25200.0,мужской,2,Жен/ЗМ,32.0,1,Среднее специальное,1,9,0.99,0
23855892.0,56.0,Москва,инженер,25.0,2.0,False,36800.0,женский,4,Разв.,36.0,1,Среднее общее,1,7,0.11,1
23865992.0,45.0,Москва,слесарь,113.0,1.0,False,19800.0,женский,3,Разв.,9.0,1,Высшее,1,8,0.69,0
23865142.0,37.0,Москва,электромонтер ,19.0,2.0,False,29520.0,мужской,4,Жен/ЗМ,15.0,1,Высшее,1,0,0.03,1
23864883.0,39.0,Москва,Ведущий инженер,1.0,3.0,False,52500.0,мужской,3,Жен/ЗМ,16.0,1,Среднее специальное,1,3,0.5,1
23855365.0,69.0,Москва,начальник смены,1.0,1.0,False,93800.0,мужской,3,Жен/ЗМ,37.0,1,Среднее общее,0,9,0.91,1
23866940.0,29.0,Москва,инспектор,47.0,1.0,True,34680.0,мужской,2,Жен/ЗМ,2.0,1,Среднее общее,0,3,0.58,0
23865558.0,34.0,Москва,экономист,177.0,3.0,True,33600.0,женский,3,Жен/ЗМ,12.0,1,Высшее,1,1,0.11,0
23855987.0,60.0,Москва,слесарь,17.0,2.0,False,25800.0,мужской,4,Жен/ЗМ,31.0,1,Высшее,1,9,0.16,1
23856294.0,67.0,Москва,слесарь,2.0,2.0,False,28600.0,мужской,3,Жен/ЗМ,26.0,1,Высшее,1,8,0.63,1
23856523.0,56.0,Москва,электрослесарь,0.0,3.0,False,32300.0,мужской,2,Вдов.,35.0,1,Высшее,1,9,0.03,0
23865186.0,50.0,Москва,Ведущий инженер,16.0,1.0,False,52500.0,мужской,3,Жен/ЗМ,14.0,1,Среднее общее,0,9,0.35,1
23856221.0,66.0,Москва,начальник смены,1.0,1.0,False,67080.0,мужской,2,Жен/ЗМ,37.0,1,Высшее,0,6,0.52,0
23856175.0,46.0,Москва,заместитель главного инженера,41.0,1.0,False,126300.0,мужской,4,Жен/ЗМ,23.0,1,Среднее специальное,1,5,0.34,1
23856132.0,60.0,Москва,электрослесарь,18.0,3.0,False,32300.0,мужской,3,Жен/ЗМ,39.0,1,Высшее,1,3,0.51,1
23865782.0,36.0,Москва,инженер,80.0,2.0,False,42300.0,мужской,3,Жен/ЗМ,10.0,1,Среднее общее,1,6,0.23,1
23856114.0,52.0,Москва,заместитель начальника управления,12.0,1.0,False,84000.0,мужской,3,Жен/ЗМ,20.0,1,Среднее специальное,1,7,0.76,0
23866882.0,25.0,Москва,машинист,1.0,0.0,True,23740.0,женский,2,Жен/ЗМ,3.0,1,Среднее общее,0,9,0.57,1
23866972.0,27.0,Москва,оператор,20.0,0.0,True,15900.0,мужской,4,Хол/НЗ,2.0,1,Среднее специальное,1,8,0.88,0
23865398.0,42.0,Москва,Ведущий экономист,1.0,2.0,False,38600.0,женский,3,Жен/ЗМ,13.0,1,Среднее специальное,0,8,0.88,1
23856629.0,57.0,Москва,начальник смены,2.0,2.0,False,65000.0,мужской,4,Жен/ЗМ,35.0,1,Среднее общее,1,2,0.5,0
23864513.0,37.0,Москва,инженер,40.0,0.0,False,37980.0,мужской,2,Хол/НЗ,17.0,1,Среднее общее,0,8,0.15,1
23855748.0,70.0,Москва,начальник смены,18.0,2.0,False,58500.0,мужской,3,Жен/ЗМ,37.0,1,Среднее общее,0,1,0.83,0
23863159.0,62.0,Москва,Ведущий инженер,10.0,2.0,False,52500.0,мужской,2,Жен/ЗМ,33.0,1,Среднее специальное,1,0,0.19,0
23855035.0,57.0,Москва,инспектор,9.0,0.0,False,48720.0,мужской,2,Хол/НЗ,33.0,1,Среднее специальное,0,8,0.73,1
23865742.0,41.0,Москва,инженер,1.0,1.0,False,37980.0,женский,4,Жен/ЗМ,10.0,1,Среднее общее,1,1,0.92,0
23864599.0,40.0,Москва,начальник смены,28.0,1.0,False,86300.0,мужской,3,Жен/ЗМ,16.0,1,Высшее,1,3,0.47,1
23864741.0,39.0,Москва,Старший оператор ,17.0,2.0,False,84000.0,женский,2,Жен/ЗМ,16.0,1,Высшее,1,0,0.01,1
23865664.0,35.0,Москва,Ведущий инженер,5.0,2.0,True,42300.0,мужской,3,Жен/ЗМ,11.0,1,Высшее,0,9,0.37,1
23865654.0,47.0,Москва,Ведущий специалист,2.0,1.0,False,39840.0,женский,4,Жен/ЗМ,11.0,1,Среднее общее,1,5,0.6,1
23865620.0,41.0,Москва,оператор,19.0,2.0,False,32300.0,мужской,3,Жен/ЗМ,11.0,1,Среднее специальное,1,4,0.67,1
23863338.0,59.0,Москва,инженер,2.0,1.0,False,36800.0,женский,2,Разв.,32.0,1,Высшее,1,3,0.27,1
23865429.0,36.0,Москва,Старший оператор ,1.0,0.0,False,36800.0,мужской,1,Жен/ЗМ,13.0,1,Среднее общее,1,8,0.76,0
23865688.0,35.0,Москва,инженер,128.0,1.0,True,36800.0,женский,2,Жен/ЗМ,11.0,1,Среднее общее,1,4,0.14,1
23865879.0,35.0,Москва,электрогазосварщик 5 разряда,2.0,0.0,True,25800.0,мужской,4,Жен/ЗМ,9.0,1,Высшее,1,0,0.41,1
23856864.0,67.0,Москва,Ведущий инженер,2.0,1.0,False,42300.0,женский,3,Жен/ЗМ,38.0,1,Высшее,0,0,0.55,1
23856810.0,45.0,Москва,лаборант ,8.0,2.0,False,22300.0,женский,1,Разв.,21.0,1,Среднее специальное,1,4,0.15,0
23856633.0,65.0,Москва,инспектор,1.0,2.0,False,47200.0,мужской,1,Жен/ЗМ,35.0,1,Среднее специальное,1,1,0.93,1
23856743.0,58.0,Москва,инженер,1.0,2.0,False,36800.0,женский,2,Жен/ЗМ,22.0,1,Среднее общее,1,9,0.61,1
23856710.0,55.0,Москва,электрослесарь,179.0,2.0,False,33340.0,мужской,4,Жен/ЗМ,34.0,1,Среднее специальное,1,3,0.71,1
23855782.0,60.0,Москва,Старший оператор ,35.0,1.0,False,36800.0,мужской,1,Жен/ЗМ,37.0,1,Высшее,1,9,0.85,0
23854420.0,70.0,Москва,эксперт,0.0,2.0,False,67080.0,женский,0,Вдов.,38.0,0,Среднее общее,0,9,0.04,1
23860096.0,42.0,Москва,начальник смены,26.0,1.0,False,67080.0,мужской,0,Разв.,19.0,0,Высшее,0,9,0.94,1
23865933.0,39.0,Москва,начальник смены,15.0,1.0,False,54180.0,мужской,0,Жен/ЗМ,9.0,0,Среднее специальное,1,5,0.65,1
23859849.0,46.0,Москва,начальник смены,1.0,1.0,False,67080.0,мужской,0,Жен/ЗМ,21.0,0,Высшее,0,1,0.8,1
23860139.0,65.0,Москва,оператор,16.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,37.0,0,Высшее,0,6,0.15,0
23863735.0,51.0,Москва,начальник смены,13.0,2.0,False,86690.0,мужской,0,Жен/ЗМ,30.0,0,Высшее,0,4,0.01,1
23860305.0,49.0,Москва,инженер,0.0,2.0,False,37980.0,женский,0,Жен/ЗМ,28.0,0,Высшее,0,1,0.71,1
23859943.0,47.0,Москва,Ведущий инженер,28.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,24.0,0,Высшее,0,8,0.78,1
23859362.0,53.0,Москва,слесарь,15.0,1.0,False,26010.0,мужской,0,Жен/ЗМ,30.0,0,Среднее общее,0,8,0.81,0
23856934.0,55.0,Москва,машинист,9.0,1.0,False,23740.0,мужской,0,Разв.,22.0,0,Высшее,0,6,0.53,0
23858133.0,55.0,Москва,инспектор,28.0,2.0,False,54180.0,мужской,0,Жен/ЗМ,35.0,0,Высшее,0,1,0.17,0
23864460.0,41.0,Москва,оператор,8.0,2.0,False,26010.0,мужской,0,Разв.,17.0,0,Среднее общее,0,2,0.16,0
23866080.0,41.0,Москва,инженер,47.0,2.0,False,34680.0,женский,0,Жен/ЗМ,8.0,0,Высшее,0,3,0.65,1
23857799.0,54.0,Москва,слесарь,11.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,9,0.43,1
23865241.0,36.0,Москва,Ведущий инженер,16.0,2.0,False,54180.0,мужской,0,Жен/ЗМ,14.0,0,Среднее специальное,0,6,0.76,1
23860323.0,45.0,Москва,начальник смены,3.0,0.0,False,67080.0,мужской,0,Хол/НЗ,20.0,0,Среднее специальное,0,7,0.02,1
23865944.0,47.0,Москва,машинист,2.0,2.0,False,33340.0,мужской,0,Жен/ЗМ,9.0,0,Высшее,0,9,0.08,1
23865224.0,37.0,Москва,инженер,7.0,0.0,False,34680.0,мужской,0,Хол/НЗ,14.0,0,Среднее общее,0,9,0.89,1
23860230.0,52.0,Москва,оператор,3.0,3.0,False,37980.0,мужской,0,Жен/ЗМ,24.0,0,Среднее специальное,0,8,0.44,1
23866384.0,32.0,Москва,слесарь,2.0,1.0,True,25800.0,мужской,0,Жен/ЗМ,7.0,0,Среднее специальное,0,1,0.62,1
23860275.0,49.0,Москва,Ведущий инженер,7.0,1.0,False,54180.0,мужской,0,Жен/ЗМ,20.0,0,Среднее специальное,0,0,0.36,0
23863783.0,65.0,Москва,начальник смены,49.0,2.0,False,60380.0,мужской,0,Жен/ЗМ,17.0,0,Высшее,0,3,0.38,1
23860255.0,54.0,Москва,оператор,17.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,34.0,0,Среднее общее,0,0,0.27,1
23867031.0,36.0,Москва,Специалист,1.0,2.0,False,34680.0,женский,0,Жен/ЗМ,2.0,0,Среднее специальное,0,8,0.27,0
23863704.0,39.0,Москва,инженер,0.0,0.0,False,43660.0,мужской,0,Хол/НЗ,18.0,0,Высшее,0,0,0.39,1
23856912.0,53.0,Москва,Ведущий инженер,1.0,2.0,False,75750.0,мужской,0,Жен/ЗМ,19.0,0,Среднее общее,1,7,0.25,1
23865863.0,32.0,Москва,электромонтер ,7.0,1.0,True,29520.0,мужской,0,Жен/ЗМ,9.0,0,Среднее общее,0,2,0.44,0
23856835.0,62.0,Москва,начальник смены,29.0,1.0,False,54180.0,мужской,0,Жен/ЗМ,39.0,0,Среднее специальное,0,1,0.35,1
23867211.0,27.0,Москва,машинист,0.0,0.0,True,33340.0,мужской,0,Разв.,1.0,0,Среднее специальное,0,2,0.36,1
23860042.0,44.0,Москва,начальник смены,12.0,1.0,False,73790.0,мужской,0,Жен/ЗМ,20.0,0,Высшее,0,2,0.88,1
23866625.0,42.0,Москва,инженер,51.0,3.0,False,37980.0,мужской,0,Жен/ЗМ,4.0,0,Среднее специальное,0,5,0.55,1
23867173.0,33.0,Москва,слесарь,0.0,1.0,True,25800.0,мужской,0,Жен/ЗМ,1.0,0,Высшее,0,9,0.79,0
23856133.0,64.0,Москва,электрослесарь,1.0,2.0,False,33340.0,мужской,0,Жен/ЗМ,39.0,0,Высшее,0,8,0.25,1
23866416.0,50.0,Москва,главный специалист,6.0,4.0,False,48720.0,мужской,0,Жен/ЗМ,6.0,0,Среднее общее,0,3,0.06,1
23859994.0,44.0,Москва,Ведущий инженер,16.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,24.0,0,Среднее специальное,0,8,0.15,0
23854358.0,59.0,Москва,Ведущий инженер,0.0,1.0,False,54180.0,мужской,0,Жен/ЗМ,28.0,0,Высшее,0,0,0.9,1
23863360.0,46.0,Москва,лаборант ,2.0,1.0,False,23020.0,женский,0,Жен/ЗМ,28.0,0,Высшее,0,0,0.46,1
23867203.0,36.0,Москва,кладовщик 3 разряда,0.0,2.0,False,20440.0,женский,0,Жен/ЗМ,1.0,0,Среднее специальное,0,3,0.33,1
23867136.0,37.0,Москва,инспектор,0.0,0.0,False,34680.0,мужской,0,Разв.,1.0,0,Среднее специальное,0,5,0.32,0
23867202.0,26.0,Москва,лаборант ,0.0,0.0,True,23020.0,женский,0,Разв.,1.0,0,Высшее,0,4,0.91,1
23860067.0,46.0,Москва,Ведущий инженер,16.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,20.0,0,Среднее специальное,0,9,0.83,1
23860020.0,43.0,Москва,Главный специалист,21.0,2.0,False,86690.0,мужской,0,Жен/ЗМ,20.0,0,Среднее специальное,1,1,0.72,1
23857751.0,55.0,Москва,слесарь,0.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,0,0.55,1
23866495.0,36.0,Москва,Ведущий инженер,3.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,6.0,0,Высшее,0,5,0.82,0
23865978.0,35.0,Москва,оператор,12.0,2.0,True,33340.0,мужской,0,Жен/ЗМ,9.0,0,Среднее общее,0,5,0.29,1
23858368.0,55.0,Москва,инженер,2.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,21.0,0,Среднее общее,0,7,0.79,1
23865997.0,39.0,Москва,слесарь,45.0,1.0,False,25800.0,мужской,0,Разв.,9.0,0,Среднее общее,0,2,0.91,1
23860213.0,60.0,Москва,оператор,40.0,2.0,False,37980.0,мужской,0,Разв.,35.0,0,Среднее общее,0,1,0.47,1
23860268.0,52.0,Москва,лаборант ,1.0,1.0,False,26010.0,женский,0,Разв.,33.0,0,Среднее специальное,0,4,0.83,0
23859893.0,45.0,Москва,Ведущий инженер,0.0,1.0,False,43660.0,женский,0,Жен/ЗМ,21.0,0,Среднее специальное,0,6,0.45,1
23865520.0,35.0,Москва,Ведущий инженер,18.0,1.0,True,54180.0,мужской,0,Жен/ЗМ,13.0,0,Высшее,0,2,0.1,1
23857851.0,56.0,Москва,диспетчер,14.0,1.0,False,37980.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,1,0.89,0
23866782.0,46.0,Москва,машинист,2.0,2.0,False,23740.0,женский,0,Жен/ЗМ,3.0,0,Среднее специальное,0,3,0.07,0
23860187.0,57.0,Москва,аппаратчик,17.0,0.0,False,23020.0,мужской,0,Хол/НЗ,35.0,0,Среднее специальное,0,7,0.41,1
23865873.0,39.0,Москва,инженер,21.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,9.0,0,Высшее,0,5,0.44,1
23867208.0,35.0,Москва,машинист,0.0,2.0,True,23020.0,мужской,0,Жен/ЗМ,1.0,0,Высшее,0,9,0.74,1
23863341.0,50.0,Москва,Ведущий инженер,26.0,0.0,False,54180.0,мужской,0,Жен/ЗМ,26.0,0,Высшее,0,7,0.89,0
23864995.0,38.0,Москва,мастер,13.0,1.0,False,39840.0,мужской,0,Жен/ЗМ,15.0,0,Высшее,0,7,0.52,1
23861754.0,50.0,Москва,инспектор,0.0,2.0,False,34680.0,мужской,0,Жен/ЗМ,19.0,0,Высшее,0,9,0.4,0
23866439.0,33.0,Москва,инженер,28.0,2.0,True,37980.0,мужской,0,Жен/ЗМ,6.0,0,Среднее специальное,0,6,0.5,0
23860599.0,52.0,Москва,инженер,23.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,19.0,0,Среднее общее,0,9,0.6,0
23858648.0,46.0,Москва,электрослесарь,9.0,1.0,False,29520.0,мужской,0,Жен/ЗМ,25.0,0,Высшее,0,8,0.44,0
23860961.0,56.0,Москва,электрослесарь,4.0,1.0,False,33340.0,мужской,0,Разв.,29.0,0,Среднее специальное,0,5,0.72,1
23867074.0,59.0,Москва,эксперт,1.0,1.0,False,34680.0,женский,0,Жен/ЗМ,2.0,0,Высшее,0,7,0.74,0
23866018.0,33.0,Москва,инженер,25.0,0.0,True,37980.0,мужской,0,Жен/ЗМ,9.0,0,Высшее,0,4,0.79,1
23864193.0,48.0,Москва,Ведущий инженер,20.0,2.0,False,43660.0,женский,0,Жен/ЗМ,17.0,0,Среднее специальное,0,2,0.41,1
23857994.0,53.0,Москва,Ведущий инженер,0.0,1.0,False,43660.0,женский,0,Жен/ЗМ,25.0,0,Высшее,0,9,0.05,1
23859704.0,55.0,Москва,инженер,3.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,21.0,0,Среднее общее,0,1,0.01,1
23861045.0,55.0,Москва,Старший оператор ,51.0,1.0,False,43660.0,мужской,0,Разв.,34.0,0,Высшее,0,4,0.29,1
23857378.0,49.0,Москва,инженер,56.0,0.0,False,37980.0,мужской,0,Хол/НЗ,29.0,0,Среднее общее,0,0,0.27,1
23856439.0,45.0,Москва,начальник смены,2.0,1.0,False,67080.0,мужской,0,Жен/ЗМ,19.0,0,Среднее общее,0,1,0.7,0
23860996.0,58.0,Москва,электрослесарь,1.0,1.0,False,33340.0,мужской,0,Жен/ЗМ,29.0,0,Высшее,0,8,0.38,0
23857238.0,65.0,Москва,начальник смены,0.0,2.0,False,60380.0,мужской,0,Жен/ЗМ,37.0,0,Среднее общее,0,3,0.6,0
23863920.0,40.0,Москва,Ведущий инженер,30.0,3.0,False,43660.0,мужской,0,Жен/ЗМ,17.0,0,Среднее специальное,0,8,0.56,0
